count	before	after	example
1	moroallo	morwallo	. Ntle le meeli, noka e fetoha moroallo" (letl. 69) — mekhoa e loketsen
1	libioskopong	dibioskopong	Morena, ke re ho lona... u se ke ua ea libioskopong!"); (3)
1	theotsoe	theotswe	le ho tiisa "Ke re joalo ka Morena" ho theotsoe (Thuto 30; "ha ho hlokahale han
1	moroalo	morwalo	rapela ho fihlela moroalo o tloha
1	khothaletsoe	kgothaletswe	bo botle," mme "ha ho hlokahale kapa ho khothaletsoe ho sebelisa
1	ntšetsa	ntshetsa	ro oa rona kamehla o lokela ho ba oa ho ntšetsa batho pele
1	kholoholohali	kgoloholohadi	"molumo o phahameng o bolela tlotlo e kholoholohali", "puo ea khale e paka hor
1	boa	bwa	boikarabelo bo lekanang le boa ea le fanang ho ahlola lentsoe
1	bolailoeng	bolailweng	ng u sa fetohe motho ea bofokolang (ea "bolailoeng ke tlala ke ho hana mosebetsi
1	chefotsoang	tjhefotswang	apa ea dumelang tsohle ka bo-thoto ("ea chefotsoang ke tšebeletso e mpe," letl.
1	monngoe	monngwe	fumanoeng le lekanngoa, ha le no ke le monngoe ntle le tekolo. Sesebelisoa ke
1	Bafilipi	Bafidipi	atametsa "ho Modimo le bathong ba Hae" (Bafilipi 3);
1	boikhethelo	boikgethelo	ho utloa ka boikhethelo
1	nkulaeang	nkulayang	eng le le leng e le hore ho se na se ka nkulaeang", "etsa ka lintlha ka botlalo
1	hanngoe	hanngwe	oe le sebeletsang uena khafetsa ho feta hanngoe. Sesosa se lokollang:
1	ngoanana	ngwanana	a ka nepa ka botlalo — ngoanana oa lekhoba oa Liketso 16 o ne a
1	liheleng	diheleng	o e tsoang ho Modimo empa pelo e tsoang liheleng" (neo e sala hobane "limpho le
1	khutlisoe	kgutliswe	ane "limpho le liketso tsa Modimo ha li khutlisoe," Baroma 11:29). U leka hobane
1	liqoso	diqoso	aroma 11:29). U leka hobane "e 'ngoe ea liqoso tse kholohali... ke mohopolo oa h
1	motsoalleng	motswalleng	e ho lula u lokolohile mme u sa thetsoe motsoalleng oo u o tšepang, e seng ho ts
1	thetsiloeng	thetsilweng	, hobane batho ba bangata ba thetsiloeng "ba tlonngoe ke boetapele...
1	tlonngoe	tlonngwe	ane batho ba bangata ba thetsiloeng "ba tlonngoe ke boetapele... ka hona ha ba t
1	bosoetsana	boswetsana	maikutlo a bosoetsana
1	nyeoe	nyewe	e le hore ho ba khahlanong ho ba tlatsa nyeoe. Sesosa ke hore thetso ha e le bot
1	khaola	kgaola	boikemelo le boikgohomoso (letl. 81), e khaola motho ho tsoa tokollong, e le hor
1	lekhutšoanyane	lekgutshwanyane	lebaka le lekhutšoanyane
1	ntšoa	ntshwa	ntšoa mokopanong
1	lefetsoe	lefetswe	Kaha tokelo e se e lefetsoe, u
1	lekhotla	lekgotla	joalo ka lekhotla le sebelisang molao o phethiloe
1	shoele	shwele	mo ea qenehang: mohlala oa Vorster — "u shoele le Jesu sefapanong...
1	Kea	Kya	Kea u leboha Moya o Halalelang hore u se
1	haellotsoe	haellotswe	etsatsi le khutsitseng "le paka" hore u haellotsoe ke tumelo — ho folisoa ke bot
1	Liphello	Diphello	tsela eo ka linako tsohle" (letl. 45). Liphello ha lia ka tsa e-ba sekala sa bo
1	tšohlang	tshohlang	tlang ho mo folisa." Ka hona bohloko bo tšohlang, bo sa tloaelehang haufi le mot
1	bokhutšoanyane	bokgutshwanyane	eng seo nna ke se etsang"), u rapela ka bokhutšoanyane mme u latela ka botšepehi
1	ikokobelitseng	ikokobeditseng	tsoe la tsebo), se fanoang e le potso e ikokobelitseng — empa moo tsebo e fanang
1	Litaba	Ditaba	Litaba
1	baetsalibe	baetsadibe	hloke neo ea boprofeta ho bona sebe ho baetsalibe... Ho hloka mahlo a Modimo ho
1	Tšebeletso	Tshebeletso	g') 'me... ba bitse Petrose ('lefika'). Tšebeletso ea 'nete ea boprofeta ke
1	kutloelo	kutlwelo	qhotsong. Bo lebisa thapelong, thuso le kutloelo-bohloko." Ea khetholang o "joal
1	boahlodi	bwahlodi	le boemo empa ea bo utloelang." Tšabo, boahlodi kapa seqhotsa li bolela hore ha
1	sebelisanang	sebedisanang	Neo e sebelisanang le maleme, ea robong ea 1 B
1	mokhahlelo	mokgahlelo	me, ea robong ea 1 Bakorinthe 12:8–10 — mokhahlelo oa
1	koetliselitsoeng	kwetliseditsweng	koetliselitsoeng ho fumana melaetsa ka m
1	Litšoantšo	Ditshwantsho	." Litšoantšo tse peli tsa Vallotton li bit
1	moholohali	moholohadi	li tšabang hangata li tšoere moputso o moholohali" — e le hore "ha ntja e qala
1	hlajoang	hlajwang	o" — hobane motho a le mong feela ea ka hlajoang ke lihlong ke uena, mme 'nete k
1	mochining	motjhining	" (Johanne 16:13). E kena mochining oo u seng u o na le oona: kōpa
1	koaloang	kwalwang	'ngoe, tsela e fapaneng, selikalikoe se koaloang ka mahlakoreng ka bobeli. Ke so
1	hlahlobiloeng	hlahlobilweng	"): tlhahiso e hlahlobiloeng ka botšepehi e ruta sebope
1	bokoallo	bokwallo	o itokisa, e seng ho bolela bokamoso ka bokoallo
1	chekha	tjhekga	"chekha kamoso ho e laola", "qobella tlha
1	itlhoahlaotsoa	itlhwahlaotswa	ton: "Thapelo ea boemeli ea boprofeta e itlhoahlaotsoa ha re rapela. Hangata tha
1	litemoso	ditemoso	latsa ho motho sefahlehong", "bakeng sa litemoso tse mpe feela", "ho fosa ho bol
1	tsoakano	tswakano	tsoakano
1	chesehileng	tjhesehileng	tsebo e chesehileng
1	bitsoang	bitswang	ng u o tšoere. Bokhoni tse hlano tse ka bitsoang hajoale: khetholla (Thuto 7), l
1	itekotsoeng	itekotsweng	). E siea tlaleho e nang le letsatsi, e itekotsoeng, 'me sephetho sa eona se bua
1	lahleheliloe	lahlehedilwe	e ha ho letho le tlang ho bolela hore u lahleheliloe ke neo", "bokhoni bo boima
1	hlohonolofatsoe	hlohonolofatswe	lang morao ho Modimo haholo-holo hore a hlohonolofatsoe. Sesupo se sebetsang sa
1	Khalemo	Kgalemo	Khalemo ea Jesu ho Petrose (Mareka 8:33)
1	sebelitseng	sebeditseng	("hlohonolofatsa-'na," bona sena): ba sebelitseng ka sebe se bonahalang empa "
1	Linaleli	Dinaledi	batheng mme ba bang ba fetoha linaleli. Linaleli ha li phele sebakeng sena. Li k
1	chekiloeng	tjhekilweng	a fumana metsi" (letl. 22) — seliba se chekiloeng, e seng monokotšoana o fumano
1	monokotšoana	monokotshwana	etl. 22) — seliba se chekiloeng, e seng monokotšoana o fumanoang ka lehlohonolo,
1	tšoereletsoeng	tshwereletsweng	"sehlopha seo ke tšoereletsoeng ho sona", "tataiso e bono
1	nkoang	nkwang	(Thuto 4), o nkoang teng moo u ntseng u latela Modimo
1	Holim'a	hodima	Holim'a
1	hlokolositsoe	hlokolositswe	matla semelo sa hau se tlameha ho be se hlokolositsoe ke lentsoe le buuoang la M
1	mmeli	mmedi	"mefuta e mmeli ea Bokreste", "tsoma matla, u siee
1	khau	kgau	tloaelo, e seng khau
1	tladitsoeng	tladitsweng	Leru (sechaba se tladitsoeng ke Moya / sekolo sa boprofet
1	kōpuoa	kōpuwa	kōpuoa ntle le tšabo
1	mofalli	mofaldi	Mofilista o bolela mofalli ea sa phomoleng
1	boitloaetsong	boitlwaetsong	oa ho e bula hape ha o hlolle: khutlela boitloaetsong bo neng bo tsamaea hantle
1	hlapantsoe	hlapantswe	le hore u cheka u tsoa tšepisong e se e hlapantsoe sefapanong (Thuto 10), eseng
1	thitsoe	thitswe	a mokhoa o mocha ha e omme", "seliba se thitsoe ke batho ba bang", "ema Eseke /
1	khantšang	kgantshang	— tšepiso eo Moya a e buang kapa a e khantšang e le hore e fihlela e buuoa
1	litokollo	ditokollo	Karolo ea litlotso (litokollo tse ngata tse fapaneng ho ea k
1	khethehile	kgethehile	E khethehile — e lumellana le tšepiso e it
1	lumellanngoa	dumellanngwa	tlotso e 'ngoe le e 'ngoe e lumellanngoa le tšepiso e itseng eo Modi
1	likhoebo	dikgwebo	. O ntšepisa likhoebo tse kholo mme
1	Lisethefo	Disethefo	Lisethefo tse ncha ho fapana le tse khal
1	litebello	ditebello	— litumelo, litebello, mekhoa e mabapi le kamoo Modi
1	Sekhoelo	Sekgwelo	Sekhoelo se seholo sa likereke tse ngata
1	likereke	dikereke	Sekhoelo se seholo sa likereke tse ngata mosebetsing oa Moya o
1	litlhaloso	ditlhaloso	ho tšoara litlhaloso tsa hau tse tsitsitseng ka bo
1	arotsoeng	arotsweng	šoereng "lisethefo, tse hlobotseng, tse arotsoeng le tse siohileng"
1	lemohuoang	lemohuwang	Na Moya o Halalelang o bua ka tsela e lemohuoang?" — e lekantsoeng: "Batho ba
1	thibiloeng	thibilweng	(seliba sa hau — se thibiloeng ke nama e fallang): sena ke
1	tlotsoang	tlotswang	(e tlotsoang ka ntle), empa ho tlatsoa ho b
1	lefelloe	lefellwe	sa lefelloe
1	chelete	tjhelete	veine le lebese ntle le chelete le ntle le theko
1	nyoriloe	nyorilwe	ka boiteko; u tla u nyoriloe mme u noe, "'me u
1	tahoe	tahwe	tahoe ke lerato
1	botahoa	botahwa	ha sa Pentekonta se ileng sa e nka e le botahoa. Setšoantšo sa sona se tebileng
1	monyaduoa	monyaduwa	monyaduoa
1	hlahlojoeng	hlahlojweng	maruo a sa hlahlojoeng
1	tlatsoeng	tlatsweng	... Ho tlatsoeng o tla folisa, a rata, a tsosol
1	bonngoeng	bonngweng	satsi, Thuto 14); ho etsa ho tla phalla bonngoeng joalo ka tholoana, eseng e le
1	mohiruoa	mohiruwa	eseng e le theko. U ke ngoetsi, e seng mohiruoa. E arohane le
1	Litšupiso	Ditshupiso	Litšupiso tse 'ne (moo tlotso e fihlang
1	thahasellisang	thahaseldisang	e mengata ka nako e le 'ngoe — "Ntho e thahasellisang ka Pentekonta ke
1	Tšisinyeho	Tshisinyeho	Tšisinyeho ea lefatše
1	tlatsitsoeng	tlatsitsweng	" — thabo e tletseng hoo barutuoa ba tlatsitsoeng ba neng ba "tsamaea joalo k
1	batahoa	batahwa	atsitsoeng ba neng ba "tsamaea joalo ka batahoa... Ke ka lebaka leo batho ba ile
1	tšolloang	tshollwang	pa ke sesupo se bonahalang sa lerato le tšolloang.
1	tlotsoa	tlotswa	ne e le monna ea matla. Bohle ba ile ba tlotsoa hang bakeng sa morero o itseng
1	tšollotsoe	tshollotswe	sehileng eo u e supang kae kapa kae — e tšollotsoe ho ea bokamosong boo bo se bo
1	lloang	llwang	Phetoho ea taolo leholimong (lenaka le lloang moeeng · boetapele bo fetisoa)
1	lloa	llwa	lenaka le lloa moeeng
1	tlotsoe	tlotswe	: "hang kamor'a hore Davida a tlotsoe, Saule o ile a kena mathateng ho
1	Litšepe	Ditshepe	e sie taolo ea khale e ntse e le teng. Litšepe tse peli li latela. E a
1	apesitsoe	apesitswe	oli 6:34) — monna ea neng a tšaba, ha a apesitsoe, o hulela ba bang ho eena. 'Me
1	tlotsitsoe	tlotsitswe	Modimo o ile a hlōla lira tsa ea neng a tlotsitsoe
1	apesoa	apeswa	se sebete joalo ka Gideone ea sa kang a apesoa, u le Gideone ea
1	apesitsoeng	apesitsweng	apesitsoeng
1	utloeloang	utlwelwang	o a ntse a tšaba, Thuto 48); tsohle tse utloeloang li ntse li feta liteko — e tl
1	Mekhahlelo	Mekgahlelo	Mekhahlelo e 'ne (thuto eohle · ho romel
1	bokelletsoe	bokelletswe	huto eohle — thuto e 'ngoe le e 'ngoe e bokelletsoe ka
1	Tlatsoa	Tlatswa	Tlatsoa
1	likhaolo	dikgaolo	("Walking in Power"), likhaolo
